Tank,ImageID,Stick,Species,Position,FragID,Genotype,Reef,Region,UniqueCoralID,Temp,T0,T1,T2,T3,T4,T5
AR1,_1111818,1,A. hyacinthus,7,AhyaArlington9,Arlington9,Arlington,Central,AR1_1_7,Hot,1,1,1,1,0,0
AR1,_1111818,1,A. hyacinthus,8,AhyaPalms10,Palms10,Palms,Central,AR1_1_8,Hot,1,1,1,1,1,1
AR1,_1111818,1,A. hyacinthus,9,AhyaArlington10,Arlington10,Arlington,Central,AR1_1_9,Hot,1,1,1,1,0,0
AR1,_1111818,1,A. hyacinthus,10,AhyaWood17,Wood17,Wood,North,AR1_1_10,Hot,1,1,1,1,1,1
AR1,_1111818,1,A. hyacinthus,11,AhyaWood5A,Wood5A,Wood,North,AR1_1_11,Hot,1,1,1,0,0,0
AR1,_1111821,3,A. hyacinthus,1,AhyaMartin3,Martin3,Martin,North,AR1_3_1,Hot,1,1,1,0,0,0
AR1,_1111821,3,A. hyacinthus,2,AhyaWood8,Wood8,Wood,North,AR1_3_2,Hot,1,1,1,1,1,1
AR1,_1111821,3,A. hyacinthus,3,NA,NA,NA,NA,AR1_3_3,Hot,NA,NA,NA,NA,NA,NA
AR1,_1111821,3,A. hyacinthus,4,AhyaPalms5,Palms5,Palms,Central,AR1_3_4,Hot,1,1,1,1,1,1
AR1,_1111821,3,A. hyacinthus,5,AhyaPalms3,Palms3,Palms,Central,AR1_3_5,Hot,1,1,1,1,1,1
AR1,_1111821,3,A. hyacinthus,6,AhyaDavies15,Davies15,Davies,Central,AR1_3_6,Hot,1,1,1,0,0,0
AR1,_1111821,3,A. hyacinthus,7,NA,NA,NA,NA,AR1_3_7,Hot,NA,NA,NA,NA,NA,NA
AR1,_1111821,3,A. hyacinthus,8,AhyaMartin17,Martin17,Martin,North,AR1_3_8,Hot,1,1,1,1,1,1
AR1,_1111821,3,A. hyacinthus,9,AhyaMartin13,Martin13,Martin,North,AR1_3_9,Hot,1,1,1,1,1,1
AR1,_1111821,3,A. hyacinthus,10,AhyaMartin11,Martin11,Martin,North,AR1_3_10,Hot,1,1,1,1,1,1
AR1,_1111821,3,A. hyacinthus,11,AhyaArlington6,Arlington6,Arlington,Central,AR1_3_11,Hot,1,1,1,1,1,1
AR1,_1111824,5,A. hyacinthus,1,AhyaDavies12,Davies12,Davies,Central,AR1_5_1,Hot,1,1,1,1,1,1
AR1,_1111824,5,A. hyacinthus,2,NA,NA,NA,NA,AR1_5_2,Hot,NA,NA,NA,NA,NA,NA
AR1,_1111824,5,A. hyacinthus,3,AhyaDavies18,Davies18,Davies,Central,AR1_5_3,Hot,1,1,1,1,0,0
AR1,_1111824,5,A. hyacinthus,4,AhyaDavies9,Davies9,Davies,Central,AR1_5_4,Hot,1,1,1,1,1,1
AR1,_1111824,5,A. hyacinthus,5,NA,NA,NA,NA,AR1_5_5,Hot,NA,NA,NA,NA,NA,NA
AR1,_1111824,5,A. hyacinthus,6,NA,NA,NA,NA,AR1_5_6,Hot,NA,NA,NA,NA,NA,NA
AR1,_1111824,5,A. hyacinthus,7,AhyaArlington1,Arlington1,Arlington,Central,AR1_5_7,Hot,1,1,1,1,1,1
AR1,_1111824,5,A. hyacinthus,8,AhyaWood16,Wood16,Wood,North,AR1_5_8,Hot,1,1,1,1,1,1
AR1,_1111824,5,A. hyacinthus,9,AhyaDavies14,Davies14,Davies,Central,AR1_5_9,Hot,1,1,1,1,1,1
AR1,_1111824,5,A. hyacinthus,10,AhyaWood7A,Wood7A,Wood,North,AR1_5_10,Hot,1,1,1,1,1,1
AR1,_1111824,5,A. hyacinthus,11,AhyaArlington8,Arlington8,Arlington,Central,AR1_5_11,Hot,1,1,1,1,1,1
AR2,_1111827,1,A. hyacinthus,1,AhyaArlington11,Arlington11,Arlington,Central,AR2_1_1,Hot,1,1,1,1,1,1
AR2,_1111827,1,A. hyacinthus,2,AhyaDavies12,Davies12,Davies,Central,AR2_1_2,Hot,1,1,1,1,1,1
AR2,_1111827,1,A. hyacinthus,3,AhyaMartin11,Martin11,Martin,North,AR2_1_3,Hot,1,1,1,1,1,1
AR2,_1111827,1,A. hyacinthus,4,AhyaWood8,Wood8,Wood,North,AR2_1_4,Hot,1,1,1,1,1,1
AR2,_1111827,1,A. hyacinthus,5,AhyaWood5A,Wood5A,Wood,North,AR2_1_5,Hot,1,1,1,1,1,1
AR2,_1111827,1,A. hyacinthus,6,AhyaArlington6,Arlington6,Arlington,Central,AR2_1_6,Hot,1,1,1,1,1,1
AR2,_1111827,1,A. hyacinthus,7,AhyaDavies18,Davies18,Davies,Central,AR2_1_7,Hot,1,1,1,1,0,0
AR2,_1111827,1,A. hyacinthus,8,AhyaMartin13,Martin13,Martin,North,AR2_1_8,Hot,1,1,1,1,1,1
AR2,_1111827,1,A. hyacinthus,9,AhyaDavies16,Davies16,Davies,Central,AR2_1_9,Hot,1,1,1,1,1,1
AR2,_1111827,1,A. hyacinthus,10,AhyaDavies9,Davies9,Davies,Central,AR2_1_10,Hot,1,1,1,1,0,0
AR2,_1111827,1,A. hyacinthus,11,AhyaPalms6,Palms6,Palms,Central,AR2_1_11,Hot,1,1,1,0,0,0
AR2,_1111830,3,A. hyacinthus,1,NA,NA,NA,NA,AR2_3_1,Hot,NA,NA,NA,NA,NA,NA
AR2,_1111830,3,A. hyacinthus,2,AhyaPalms10,Palms10,Palms,Central,AR2_3_2,Hot,1,1,1,1,1,1
AR2,_1111830,3,A. hyacinthus,3,NA,NA,NA,NA,AR2_3_3,Hot,NA,NA,NA,NA,NA,NA
AR2,_1111830,3,A. hyacinthus,4,AhyaDavies15,Davies15,Davies,Central,AR2_3_4,Hot,1,1,1,0,0,0
AR2,_1111830,3,A. hyacinthus,5,AhyaWood17,Wood17,Wood,North,AR2_3_5,Hot,1,1,1,1,1,1
AR2,_1111830,3,A. hyacinthus,6,AhyaPalms5,Palms5,Palms,Central,AR2_3_6,Hot,1,1,1,1,1,1
AR2,_1111830,3,A. hyacinthus,7,NA,NA,NA,NA,AR2_3_7,Hot,NA,NA,NA,NA,NA,NA
AR2,_1111830,3,A. hyacinthus,8,AhyaWood7A,Wood7A,Wood,North,AR2_3_8,Hot,1,1,1,1,1,1
AR2,_1111830,3,A. hyacinthus,9,AhyaArlington8,Arlington8,Arlington,Central,AR2_3_9,Hot,1,1,1,0,0,0
AR2,_1111830,3,A. hyacinthus,10,AhyaMartin12,Martin12,Martin,North,AR2_3_10,Hot,1,1,1,1,1,1
AR2,_1111830,3,A. hyacinthus,11,AhyaArlington10,Arlington10,Arlington,Central,AR2_3_11,Hot,1,1,1,1,0,0
AR2,_1111833,5,A. hyacinthus,1,AhyaWood16,Wood16,Wood,North,AR2_5_1,Hot,1,1,1,1,1,1
AR2,_1111833,5,A. hyacinthus,2,AhyaArlington1,Arlington1,Arlington,Central,AR2_5_2,Hot,1,1,1,1,1,1
AR2,_1111833,5,A. hyacinthus,3,NA,NA,NA,NA,AR2_5_3,Hot,NA,NA,NA,NA,NA,NA
AR2,_1111833,5,A. hyacinthus,4,AhyaPalms4,Palms4,Palms,Central,AR2_5_4,Hot,1,1,1,1,1,1
AR2,_1111833,5,A. hyacinthus,5,AhyaPalms3,Palms3,Palms,Central,AR2_5_5,Hot,1,1,1,1,1,1
AR2,_1111833,5,A. hyacinthus,6,AhyaMartin3,Martin3,Martin,North,AR2_5_6,Hot,1,1,1,1,1,1
AR2,_1111833,5,A. hyacinthus,7,AhyaArlington9,Arlington9,Arlington,Central,AR2_5_7,Hot,1,1,1,1,1,1
AR2,_1111833,5,A. hyacinthus,8,AhyaMartin17,Martin17,Martin,North,AR2_5_8,Hot,1,1,1,1,1,1
AR2,_1111833,5,A. hyacinthus,9,NA,NA,NA,NA,AR2_5_9,Hot,NA,NA,NA,NA,NA,NA
AR2,_1111833,5,A. hyacinthus,10,AhyaDavies14,Davies14,Davies,Central,AR2_5_10,Hot,1,1,1,1,1,1
AR2,_1111833,5,A. hyacinthus,11,AhyaPalms16,Palms16,Palms,Central,AR2_5_11,Hot,1,1,1,1,1,1
AR3,_1111845,1,A. hyacinthus,1,AhyaWood16,Wood16,Wood,North,AR3_1_1,Hot,1,1,1,1,1,1
AR3,_1111845,1,A. hyacinthus,2,AhyaWood5A,Wood5A,Wood,North,AR3_1_2,Hot,1,1,1,1,1,1
AR3,_1111845,1,A. hyacinthus,3,NA,NA,NA,NA,AR3_1_3,Hot,NA,NA,NA,NA,NA,NA
AR3,_1111845,1,A. hyacinthus,4,AhyaMartin3,Martin3,Martin,North,AR3_1_4,Hot,1,1,1,1,1,1
AR3,_1111845,1,A. hyacinthus,5,AhyaWood17,Wood17,Wood,North,AR3_1_5,Hot,1,1,1,1,1,1
AR3,_1111845,1,A. hyacinthus,6,AhyaPalms4,Palms4,Palms,Central,AR3_1_6,Hot,1,1,1,1,1,1
AR3,_1111845,1,A. hyacinthus,7,AhyaArlington6,Arlington6,Arlington,Central,AR3_1_7,Hot,1,1,1,1,1,1
AR3,_1111845,1,A. hyacinthus,8,AhyaPalms5,Palms5,Palms,Central,AR3_1_8,Hot,1,1,1,1,1,1
AR3,_1111845,1,A. hyacinthus,9,AhyaMartin13,Martin13,Martin,North,AR3_1_9,Hot,1,1,1,1,1,1
AR3,_1111845,1,A. hyacinthus,10,NA,NA,NA,NA,AR3_1_10,Hot,NA,NA,NA,NA,NA,NA
AR3,_1111845,1,A. hyacinthus,11,AhyaDavies14,Davies14,Davies,Central,AR3_1_11,Hot,1,0,0,0,0,0
AR3,_1111848,3,A. hyacinthus,1,AhyaArlington11,Arlington11,Arlington,Central,AR3_3_1,Hot,1,1,1,1,1,1
AR3,_1111848,3,A. hyacinthus,2,AhyaDavies15,Davies15,Davies,Central,AR3_3_2,Hot,1,1,1,1,0,0
AR3,_1111848,3,A. hyacinthus,3,NA,NA,NA,NA,AR3_3_3,Hot,NA,NA,NA,NA,NA,NA
AR3,_1111848,3,A. hyacinthus,4,AhyaWood8,Wood8,Wood,North,AR3_3_4,Hot,1,1,1,1,1,1
AR3,_1111848,3,A. hyacinthus,5,NA,NA,NA,NA,AR3_3_5,Hot,NA,NA,NA,NA,NA,NA
AR3,_1111848,3,A. hyacinthus,6,AhyaPalms10,Palms10,Palms,Central,AR3_3_6,Hot,1,1,1,1,1,1
AR3,_1111848,3,A. hyacinthus,7,AhyaPalms3,Palms3,Palms,Central,AR3_3_7,Hot,1,1,1,1,1,1
AR3,_1111848,3,A. hyacinthus,8,AhyaArlington1,Arlington1,Arlington,Central,AR3_3_8,Hot,1,1,1,1,1,1
AR3,_1111848,3,A. hyacinthus,9,AhyaMartin12,Martin12,Martin,North,AR3_3_9,Hot,1,1,1,1,1,1
AR3,_1111848,3,A. hyacinthus,10,AhyaDavies12,Davies12,Davies,Central,AR3_3_10,Hot,1,1,1,1,1,1
AR3,_1111848,3,A. hyacinthus,11,AhyaDavies9,Davies9,Davies,Central,AR3_3_11,Hot,1,1,1,1,1,1
AR3,_1111851,5,A. hyacinthus,1,AhyaMartin11,Martin11,Martin,North,AR3_5_1,Hot,1,1,1,1,1,1
AR3,_1111851,5,A. hyacinthus,2,NA,NA,NA,NA,AR3_5_2,Hot,NA,NA,NA,NA,NA,NA
AR3,_1111851,5,A. hyacinthus,3,AhyaArlington9,Arlington9,Arlington,Central,AR3_5_3,Hot,1,1,1,1,1,1
AR3,_1111851,5,A. hyacinthus,4,AhyaPalms16,Palms16,Palms,Central,AR3_5_4,Hot,1,1,1,1,1,1
AR3,_1111851,5,A. hyacinthus,5,AhyaDavies16,Davies16,Davies,Central,AR3_5_5,Hot,1,1,1,1,1,1
AR3,_1111851,5,A. hyacinthus,6,AhyaWood7A,Wood7A,Wood,North,AR3_5_6,Hot,1,1,1,1,1,1
AR3,_1111851,5,A. hyacinthus,7,AhyaArlington10,Arlington10,Arlington,Central,AR3_5_7,Hot,1,1,1,1,1,1
AR3,_1111851,5,A. hyacinthus,8,AhyaMartin17,Martin17,Martin,North,AR3_5_8,Hot,1,1,1,1,1,1
AR3,_1111851,5,A. hyacinthus,9,AhyaDavies18,Davies18,Davies,Central,AR3_5_9,Hot,1,0,0,0,0,0
AR3,_1111851,5,A. hyacinthus,10,NA,NA,NA,NA,AR3_5_10,Hot,NA,NA,NA,NA,NA,NA
AR3,_1111851,5,A. hyacinthus,11,AhyaArlington8,Arlington8,Arlington,Central,AR3_5_11,Hot,1,0,0,0,0,0
AR4,_1111854,1,A. hyacinthus,1,AhyaPalms10,Palms10,Palms,Central,AR4_1_1,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,2,NA,NA,NA,NA,AR4_1_2,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111854,1,A. hyacinthus,3,AhyaArlington11,Arlington11,Arlington,Central,AR4_1_3,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,4,AhyaDavies12,Davies12,Davies,Central,AR4_1_4,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,5,AhyaArlington6,Arlington6,Arlington,Central,AR4_1_5,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,6,AhyaPalms3,Palms3,Palms,Central,AR4_1_6,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,7,AhyaWood8,Wood8,Wood,North,AR4_1_7,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,8,AhyaArlington8,Arlington8,Arlington,Central,AR4_1_8,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,9,AhyaPalms4,Palms4,Palms,Central,AR4_1_9,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,10,AhyaMartin11,Martin11,Martin,North,AR4_1_10,Hot,1,1,1,1,1,1
AR4,_1111854,1,A. hyacinthus,11,NA,NA,NA,NA,AR4_1_11,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111857,3,A. hyacinthus,1,AhyaPalms5,Palms5,Palms,Central,AR4_3_1,Hot,1,1,1,1,1,1
AR4,_1111857,3,A. hyacinthus,2,AhyaWood5A,Wood5A,Wood,North,AR4_3_2,Hot,1,1,1,1,0,0
AR4,_1111857,3,A. hyacinthus,3,NA,NA,NA,NA,AR4_3_3,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111857,3,A. hyacinthus,4,AhyaPalms6,Palms6,Palms,Central,AR4_3_4,Hot,1,1,1,1,1,0
AR4,_1111857,3,A. hyacinthus,5,AhyaDavies15,Davies15,Davies,Central,AR4_3_5,Hot,1,1,1,1,1,0
AR4,_1111857,3,A. hyacinthus,6,AhyaWood17,Wood17,Wood,North,AR4_3_6,Hot,1,1,1,1,1,1
AR4,_1111857,3,A. hyacinthus,7,AhyaDavies18,Davies18,Davies,Central,AR4_3_7,Hot,1,1,1,1,1,0
AR4,_1111857,3,A. hyacinthus,8,AhyaMartin12,Martin12,Martin,North,AR4_3_8,Hot,1,1,1,1,1,1
AR4,_1111857,3,A. hyacinthus,9,AhyaMartin13,Martin13,Martin,North,AR4_3_9,Hot,1,1,1,1,1,1
AR4,_1111857,3,A. hyacinthus,10,AhyaDavies14,Davies14,Davies,Central,AR4_3_10,Hot,1,1,1,1,1,1
AR4,_1111857,3,A. hyacinthus,11,AhyaArlington9,Arlington9,Arlington,Central,AR4_3_11,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,1,AhyaMartin3,Martin3,Martin,North,AR4_5_1,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,2,NA,NA,NA,NA,AR4_5_2,Hot,NA,NA,NA,NA,NA,NA
AR4,_1111860,5,A. hyacinthus,3,AhyaWood7A,Wood7A,Wood,North,AR4_5_3,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,4,AhyaDavies16,Davies16,Davies,Central,AR4_5_4,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,5,AhyaMartin17,Martin17,Martin,North,AR4_5_5,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,6,AhyaPalms16,Palms16,Palms,Central,AR4_5_6,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,7,AhyaArlington1,Arlington1,Arlington,Central,AR4_5_7,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,8,AhyaArlington10,Arlington10,Arlington,Central,AR4_5_8,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,9,AhyaWood16,Wood16,Wood,North,AR4_5_9,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,10,AhyaDavies9,Davies9,Davies,Central,AR4_5_10,Hot,1,1,1,1,1,1
AR4,_1111860,5,A. hyacinthus,11,NA,NA,NA,NA,AR4_5_11,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111890,1,A. hyacinthus,1,AhyaArlington11,Arlington11,Arlington,Central,AR5_1_1,Hot,1,1,1,1,1,0
AR5,_1111890,1,A. hyacinthus,2,AhyaWood7A,Wood7A,Wood,North,AR5_1_2,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,3,NA,NA,NA,NA,AR5_1_3,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111890,1,A. hyacinthus,4,AhyaArlington6,Arlington6,Arlington,Central,AR5_1_4,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,5,AhyaArlington10,Arlington10,Arlington,Central,AR5_1_5,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,6,AhyaPalms4,Palms4,Palms,Central,AR5_1_6,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,7,AhyaArlington9,Arlington9,Arlington,Central,AR5_1_7,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,8,AhyaWood5A,Wood5A,Wood,North,AR5_1_8,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,9,AhyaPalms3,Palms3,Palms,Central,AR5_1_9,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,10,AhyaDavies12,Davies12,Davies,Central,AR5_1_10,Hot,1,1,1,1,1,1
AR5,_1111890,1,A. hyacinthus,11,AhyaPalms10,Palms10,Palms,Central,AR5_1_11,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,1,NA,NA,NA,NA,AR5_3_1,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111893,3,A. hyacinthus,2,AhyaDavies14,Davies14,Davies,Central,AR5_3_2,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,3,AhyaMartin13,Martin13,Martin,North,AR5_3_3,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,4,AhyaArlington1,Arlington1,Arlington,Central,AR5_3_4,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,5,AhyaDavies9,Davies9,Davies,Central,AR5_3_5,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,6,NA,NA,NA,NA,AR5_3_6,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111893,3,A. hyacinthus,7,AhyaWood16,Wood16,Wood,North,AR5_3_7,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,8,AhyaWood17,Wood17,Wood,North,AR5_3_8,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,9,AhyaMartin11,Martin11,Martin,North,AR5_3_9,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,10,AhyaMartin3,Martin3,Martin,North,AR5_3_10,Hot,1,1,1,1,1,1
AR5,_1111893,3,A. hyacinthus,11,AhyaDavies18,Davies18,Davies,Central,AR5_3_11,Hot,1,1,1,1,1,1
AR5,_1111896,5,A. hyacinthus,1,NA,NA,NA,NA,AR5_5_1,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111896,5,A. hyacinthus,2,AhyaMartin12,Martin12,Martin,North,AR5_5_2,Hot,1,1,1,1,1,1
AR5,_1111896,5,A. hyacinthus,3,AhyaArlington8,Arlington8,Arlington,Central,AR5_5_3,Hot,1,1,1,1,0,0
AR5,_1111896,5,A. hyacinthus,4,AhyaPalms16,Palms16,Palms,Central,AR5_5_4,Hot,1,1,1,1,1,1
AR5,_1111896,5,A. hyacinthus,5,AhyaDavies16,Davies16,Davies,Central,AR5_5_5,Hot,1,1,1,1,1,1
AR5,_1111896,5,A. hyacinthus,6,AhyaWood8,Wood8,Wood,North,AR5_5_6,Hot,1,1,1,1,1,1
AR5,_1111896,5,A. hyacinthus,7,AhyaPalms5,Palms5,Palms,Central,AR5_5_7,Hot,1,1,1,1,1,1
AR5,_1111896,5,A. hyacinthus,8,NA,NA,NA,NA,AR5_5_8,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111896,5,A. hyacinthus,9,AhyaDavies15,Davies15,Davies,Central,AR5_5_9,Hot,1,1,1,1,0,0
AR5,_1111896,5,A. hyacinthus,10,NA,NA,NA,NA,AR5_5_10,Hot,NA,NA,NA,NA,NA,NA
AR5,_1111896,5,A. hyacinthus,11,AhyaMartin17,Martin17,Martin,North,AR5_5_11,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,1,NA,NA,NA,NA,AR6_1_1,Hot,NA,NA,NA,NA,NA,NA
AR6,_1111917,1,A. hyacinthus,2,AhyaWood8,Wood8,Wood,North,AR6_1_2,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,3,AhyaArlington9,Arlington9,Arlington,Central,AR6_1_3,Hot,1,1,1,0,0,0
AR6,_1111917,1,A. hyacinthus,4,AhyaDavies9,Davies9,Davies,Central,AR6_1_4,Hot,1,1,1,1,0,0
AR6,_1111917,1,A. hyacinthus,5,AhyaArlington1,Arlington1,Arlington,Central,AR6_1_5,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,6,AhyaPalms4,Palms4,Palms,Central,AR6_1_6,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,7,AhyaWood7A,Wood7A,Wood,North,AR6_1_7,Hot,1,0,0,0,0,0
AR6,_1111917,1,A. hyacinthus,8,AhyaArlington11,Arlington11,Arlington,Central,AR6_1_8,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,9,AhyaArlington6,Arlington6,Arlington,Central,AR6_1_9,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,10,AhyaWood16,Wood16,Wood,North,AR6_1_10,Hot,1,1,1,1,1,1
AR6,_1111917,1,A. hyacinthus,11,AhyaArlington10,Arlington10,Arlington,Central,AR6_1_11,Hot,1,1,0,0,0,0
AR6,_1111920,3,A. hyacinthus,1,AhyaDavies16,Davies16,Davies,Central,AR6_3_1,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,2,AhyaPalms3,Palms3,Palms,Central,AR6_3_2,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,3,AhyaDavies12,Davies12,Davies,Central,AR6_3_3,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,4,AhyaWood5A,Wood5A,Wood,North,AR6_3_4,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,5,AhyaMartin13,Martin13,Martin,North,AR6_3_5,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,6,NA,NA,NA,NA,AR6_3_6,Hot,NA,NA,NA,NA,NA,NA
AR6,_1111920,3,A. hyacinthus,7,AhyaDavies14,Davies14,Davies,Central,AR6_3_7,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,8,NA,NA,NA,NA,AR6_3_8,Hot,NA,NA,NA,NA,NA,NA
AR6,_1111920,3,A. hyacinthus,9,AhyaDavies18,Davies18,Davies,Central,AR6_3_9,Hot,1,1,1,1,0,0
AR6,_1111920,3,A. hyacinthus,10,AhyaPalms16,Palms16,Palms,Central,AR6_3_10,Hot,1,1,1,1,1,1
AR6,_1111920,3,A. hyacinthus,11,AhyaMartin12,Martin12,Martin,North,AR6_3_11,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,1,AhyaPalms5,Palms5,Palms,Central,AR6_5_1,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,2,AhyaPalms10,Palms10,Palms,Central,AR6_5_2,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,3,NA,NA,NA,NA,AR6_5_3,Hot,NA,NA,NA,NA,NA,NA
AR6,_1111923,5,A. hyacinthus,4,AhyaMartin3,Martin3,Martin,North,AR6_5_4,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,5,AhyaArlington8,Arlington8,Arlington,Central,AR6_5_5,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,6,AhyaPalms6,Palms6,Palms,Central,AR6_5_6,Hot,1,1,1,1,1,0
AR6,_1111923,5,A. hyacinthus,7,AhyaWood17,Wood17,Wood,North,AR6_5_7,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,8,AhyaDavies15,Davies15,Davies,Central,AR6_5_8,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,9,AhyaMartin17,Martin17,Martin,North,AR6_5_9,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,10,AhyaMartin11,Martin11,Martin,North,AR6_5_10,Hot,1,1,1,1,1,1
AR6,_1111923,5,A. hyacinthus,11,NA,NA,NA,NA,AR6_5_11,Hot,NA,NA,NA,NA,NA,NA
